                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                 1.6053,                 1.1721,                 0.9863,                0.48348,                0.37526,                0.38098,                0.22541,                 1.2514,                0.89324,                0.89716,               0.003268,               0.003268,               0.003268
                     37,                 1.5996,                 1.1566,                0.98463,                0.48481,                0.37179,                0.38286,                0.22591,                 1.2429,                0.88807,                0.89458,                0.00307,                0.00307,                0.00307
                     38,                 1.6019,                 1.1649,                0.98504,                 0.4959,                 0.3749,                0.38643,                0.22807,                 1.2421,                0.88562,                0.89444,               0.002872,               0.002872,               0.002872
                     39,                 1.5907,                 1.1473,                0.98086,                0.48743,                0.37504,                 0.3883,                0.22914,                 1.2392,                0.88284,                  0.893,               0.002674,               0.002674,               0.002674
                     40,                 1.5813,                 1.1338,                0.97962,                0.47995,                0.38136,                0.38739,                0.22987,                 1.2371,                0.88367,                0.89328,               0.002476,               0.002476,               0.002476
                     41,                 1.5805,                 1.1352,                0.97914,                0.48238,                0.38149,                0.39004,                0.23071,                 1.2378,                0.87641,                0.89381,               0.002278,               0.002278,               0.002278
                     42,                 1.5765,                  1.127,                0.97804,                0.49526,                0.37827,                0.39069,                0.23157,                 1.2343,                0.87619,                0.89245,                0.00208,                0.00208,                0.00208
                     43,                 1.5748,                 1.1307,                0.97589,                0.49987,                0.37913,                0.39242,                0.23267,                 1.2328,                0.87302,                 0.8913,               0.001882,               0.001882,               0.001882
                     44,                 1.5641,                 1.1112,                0.97229,                0.49515,                0.38459,                0.39529,                 0.2356,                 1.2287,                0.86549,                0.89106,               0.001684,               0.001684,               0.001684
                     45,                  1.558,                 1.1042,                0.97282,                 0.4987,                0.38128,                0.39363,                0.23348,                 1.2298,                0.86874,                0.89118,               0.001486,               0.001486,               0.001486
                     46,                 1.5538,                 1.0997,                0.96959,                0.50271,                0.37751,                0.39343,                0.23349,                 1.2296,                0.86814,                0.89135,               0.001288,               0.001288,               0.001288
                     47,                 1.5568,                 1.0984,                0.97088,                0.49663,                0.38616,                0.39493,                0.23499,                 1.2237,                0.86529,                0.89019,                0.00109,                0.00109,                0.00109
                     48,                 1.5418,                 1.0865,                0.96753,                0.50181,                0.38033,                0.39539,                0.23446,                 1.2258,                0.86304,                0.89029,               0.000892,               0.000892,               0.000892
                     49,                 1.5455,                 1.0842,                0.96711,                0.50401,                0.38022,                0.39713,                0.23645,                 1.2207,                0.85979,                0.88936,               0.000694,               0.000694,               0.000694
                     50,                 1.5325,                 1.0753,                0.96398,                0.49424,                0.38578,                0.39658,                0.23661,                 1.2233,                0.86112,                0.88988,               0.000496,               0.000496,               0.000496
