                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.86072,                 0.7237,                 1.0743,                 0.9265,                0.88521,                0.92704,                0.68228,                0.91279,                0.59173,                 1.2206,               0.002575,               0.002575,               0.002575
                     78,                0.84437,                0.71604,                 1.0635,                0.91212,                0.89608,                 0.9325,                0.70747,                0.88767,                0.57986,                 1.2056,               0.002476,               0.002476,               0.002476
                     79,                  0.845,                0.70959,                 1.0659,                0.92026,                0.89751,                0.93269,                0.70151,                0.90051,                  0.576,                 1.2182,               0.002377,               0.002377,               0.002377
                     80,                0.83828,                 0.6948,                  1.061,                0.89787,                0.88617,                0.91989,                0.68906,                0.87451,                0.60294,                 1.1823,               0.002278,               0.002278,               0.002278
                     81,                0.84112,                0.68665,                 1.0642,                0.88384,                0.90501,                0.92826,                0.69974,                0.87627,                0.57559,                 1.1942,               0.002179,               0.002179,               0.002179
                     82,                0.84231,                0.68233,                 1.0629,                0.93396,                 0.8874,                0.93572,                0.70517,                0.87204,                0.56521,                 1.2001,                0.00208,                0.00208,                0.00208
                     83,                0.82271,                0.66725,                 1.0539,                0.90488,                0.90073,                0.94048,                 0.7091,                0.87204,                0.56655,                 1.1895,               0.001981,               0.001981,               0.001981
                     84,                0.80758,                0.65992,                 1.0485,                0.91301,                0.89872,                0.93917,                0.71123,                0.86738,                0.55551,                 1.1904,               0.001882,               0.001882,               0.001882
                     85,                0.82591,                0.66937,                 1.0518,                0.90543,                0.90678,                0.93914,                0.71046,                0.86888,                0.54623,                 1.1966,               0.001783,               0.001783,               0.001783
                     86,                0.79835,                 0.6561,                 1.0465,                0.91921,                0.90617,                0.94145,                0.71762,                0.86051,                0.54416,                 1.2034,               0.001684,               0.001684,               0.001684
                     87,                0.80487,                0.65203,                 1.0415,                0.93129,                0.88616,                0.93128,                0.70663,                0.87108,                 0.5532,                 1.2178,               0.001585,               0.001585,               0.001585
                     88,                0.80032,                0.65257,                 1.0356,                0.91276,                0.92013,                0.94312,                0.70394,                0.87518,                0.52884,                 1.2075,               0.001486,               0.001486,               0.001486
                     89,                0.79658,                0.64255,                 1.0415,                 0.9298,                0.91175,                 0.9432,                0.71367,                 0.8656,                0.53939,                 1.2069,               0.001387,               0.001387,               0.001387
                     90,                0.80416,                 0.6331,                 1.0385,                0.91778,                0.91588,                0.94349,                0.71347,                0.86651,                0.53053,                 1.2114,               0.001288,               0.001288,               0.001288
                     91,                0.77362,                0.60795,                 1.0357,                0.92319,                0.90157,                0.94054,                0.70781,                0.86529,                0.53744,                 1.2143,               0.001189,               0.001189,               0.001189
                     92,                0.77613,                0.61151,                 1.0296,                0.92391,                0.90822,                0.94031,                0.71177,                0.86089,                0.53975,                 1.2079,                0.00109,                0.00109,                0.00109
                     93,                0.77816,                0.62639,                 1.0261,                0.94484,                0.89037,                0.93539,                0.72304,                0.84544,                 0.5335,                 1.1955,               0.000991,               0.000991,               0.000991
                     94,                0.76973,                0.60525,                  1.036,                0.93464,                0.89731,                0.93737,                0.71855,                0.85226,                0.53519,                 1.2051,               0.000892,               0.000892,               0.000892
                     95,                0.76521,                0.59518,                 1.0165,                0.94138,                0.89326,                0.93583,                0.71699,                0.85183,                0.52419,                 1.2013,               0.000793,               0.000793,               0.000793
                     96,                 0.7647,                0.60851,                 1.0187,                0.93434,                0.91419,                0.94086,                0.72274,                0.84348,                0.51939,                 1.2019,               0.000694,               0.000694,               0.000694
                     97,                0.74607,                0.58486,                 1.0183,                0.92318,                0.91178,                0.93866,                0.71751,                0.84451,                0.51656,                 1.2062,               0.000595,               0.000595,               0.000595
                     98,                0.74803,                0.59487,                 1.0122,                0.93032,                0.91349,                0.93659,                 0.7217,                0.84394,                0.51882,                 1.2074,               0.000496,               0.000496,               0.000496
                     99,                  0.741,                0.57257,                 1.0068,                0.92696,                0.91327,                0.93851,                0.72149,                0.84215,                 0.5123,                 1.1994,               0.000397,               0.000397,               0.000397
                    100,                0.73806,                0.57626,                 1.0093,                0.93137,                0.91044,                0.94168,                0.72842,                 0.8359,                0.51672,                 1.1932,               0.000298,               0.000298,               0.000298
