                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.8379,                 3.7452,                 1.7098,                0.60652,                0.24286,                0.28389,                0.17468,                 1.3679,                 2.2945,                 1.4002,               0.070034,              0.0033296,              0.0033296
                      2,                  1.628,                 2.6674,                 1.5274,                0.59368,                0.53359,                0.56902,                0.33406,                 1.3238,                 1.8138,                 1.3575,               0.039902,               0.006531,               0.006531
                      3,                 1.5939,                 2.5478,                  1.465,                0.65417,                0.46881,                0.59126,                0.36055,                 1.4215,                 1.9073,                 1.3762,               0.009638,              0.0096004,              0.0096004
                      4,                 1.6504,                 2.4229,                 1.4952,                0.64367,                0.60187,                 0.6311,                0.37519,                 1.3044,                 1.6688,                 1.3104,               0.009406,               0.009406,               0.009406
                      5,                 1.6112,                 2.2979,                 1.4565,                0.65109,                0.52325,                0.63641,                0.36087,                 1.3877,                  1.651,                 1.3394,               0.009406,               0.009406,               0.009406
                      6,                 1.5858,                 2.2822,                 1.4553,                0.72216,                0.59526,                0.65304,                0.35305,                  1.322,                 1.5583,                 1.3027,               0.009208,               0.009208,               0.009208
                      7,                 1.5477,                   2.11,                 1.4217,                0.64688,                0.58978,                0.66845,                 0.4099,                 1.2632,                 1.5402,                 1.2861,                0.00901,                0.00901,                0.00901
                      8,                 1.5011,                 2.0128,                 1.4042,                0.70564,                0.62147,                0.70719,                0.44471,                 1.2271,                 1.4783,                 1.2895,               0.008812,               0.008812,               0.008812
                      9,                 1.4719,                 1.9428,                 1.3808,                0.70009,                0.66746,                0.71126,                0.43792,                 1.2973,                 1.4935,                 1.2935,               0.008614,               0.008614,               0.008614
                     10,                 1.4936,                 2.0074,                 1.3902,                0.75224,                0.65541,                0.70004,                0.43535,                 1.2056,                  1.499,                 1.2254,               0.008416,               0.008416,               0.008416
                     11,                 1.4256,                 1.8112,                 1.3545,                0.78839,                0.71416,                0.78683,                0.48269,                 1.2236,                 1.2164,                 1.2565,               0.008218,               0.008218,               0.008218
                     12,                 1.3934,                 1.7711,                 1.3301,                 0.8041,                0.68893,                0.79794,                0.47451,                 1.2406,                 1.2223,                 1.2731,                0.00802,                0.00802,                0.00802
                     13,                 1.3782,                 1.7657,                 1.3327,                  0.841,                0.69432,                0.79185,                0.52639,                 1.1868,                 1.1879,                 1.2423,               0.007822,               0.007822,               0.007822
                     14,                 1.3457,                  1.639,                 1.2996,                0.81767,                0.76017,                0.82802,                0.53981,                 1.1503,                  1.131,                 1.2232,               0.007624,               0.007624,               0.007624
                     15,                 1.3183,                 1.7104,                 1.2974,                0.81759,                0.72167,                0.82344,                0.54565,                 1.1524,                 1.1558,                 1.2642,               0.007426,               0.007426,               0.007426
                     16,                 1.3147,                 1.6817,                 1.2808,                0.79918,                0.70689,                0.80216,                0.54655,                 1.1393,                  1.147,                 1.1957,               0.007228,               0.007228,               0.007228
                     17,                 1.3475,                 1.6031,                  1.307,                0.85925,                0.72571,                0.83102,                0.55396,                 1.1028,                 1.0545,                  1.199,                0.00703,                0.00703,                0.00703
                     18,                 1.3058,                  1.555,                 1.2928,                0.81301,                0.77312,                0.83385,                0.55557,                 1.0809,                 1.0501,                 1.1875,               0.006832,               0.006832,               0.006832
                     19,                 1.2749,                  1.564,                 1.2607,                0.82765,                0.78752,                0.84827,                0.57785,                 1.0694,                  1.026,                 1.1829,               0.006634,               0.006634,               0.006634
                     20,                 1.2508,                 1.4534,                 1.2557,                0.88749,                0.73371,                0.85097,                0.57559,                 1.0992,                0.98351,                 1.2034,               0.006436,               0.006436,               0.006436
                     21,                 1.2584,                 1.4351,                 1.2408,                0.85267,                0.75417,                0.84036,                 0.5673,                 1.1164,                 1.0101,                 1.2003,               0.006238,               0.006238,               0.006238
                     22,                 1.2601,                 1.4384,                 1.2537,                0.83841,                0.79469,                0.86756,                 0.5772,                 1.0897,                0.94793,                 1.1942,                0.00604,                0.00604,                0.00604
                     23,                 1.2451,                 1.4941,                  1.252,                0.81723,                0.79673,                0.87036,                0.59585,                 1.0841,                0.96999,                 1.1719,               0.005842,               0.005842,               0.005842
                     24,                 1.2088,                 1.3323,                 1.2204,                0.82298,                0.81584,                0.88359,                0.60406,                 1.0613,                0.88392,                 1.1526,               0.005644,               0.005644,               0.005644
                     25,                 1.2097,                  1.331,                 1.2184,                0.85882,                  0.797,                0.85236,                0.58176,                 1.0891,                0.93345,                 1.2029,               0.005446,               0.005446,               0.005446
                     26,                  1.163,                 1.2739,                 1.1912,                0.89724,                 0.7523,                0.86351,                0.60518,                 1.0576,                0.90036,                 1.1854,               0.005248,               0.005248,               0.005248
                     27,                 1.1764,                 1.2618,                 1.2031,                0.82227,                  0.805,                0.86647,                0.59012,                 1.0763,                0.89863,                 1.1827,                0.00505,                0.00505,                0.00505
                     28,                 1.1341,                 1.2175,                 1.1755,                0.89129,                0.82809,                0.89799,                0.61328,                  1.055,                0.81389,                 1.1809,               0.004852,               0.004852,               0.004852
                     29,                 1.1537,                 1.2462,                 1.1733,                0.89508,                0.82108,                0.90373,                0.60381,                 1.0618,                0.83174,                 1.1584,               0.004654,               0.004654,               0.004654
                     30,                 1.1231,                 1.1489,                  1.182,                 0.8747,                0.81915,                0.89457,                0.62245,                  1.037,                0.80481,                  1.171,               0.004456,               0.004456,               0.004456
                     31,                 1.1075,                 1.1689,                 1.1622,                0.85972,                0.84123,                0.90231,                0.62942,                 1.0148,                0.82034,                  1.146,               0.004258,               0.004258,               0.004258
                     32,                 1.1262,                 1.1135,                 1.1595,                0.88011,                0.83076,                0.90284,                0.62269,                 1.0631,                0.77427,                 1.1753,                0.00406,                0.00406,                0.00406
                     33,                 1.1036,                  1.099,                  1.155,                0.82987,                 0.8592,                0.88971,                0.62558,                 1.0383,                0.79221,                 1.1725,               0.003862,               0.003862,               0.003862
                     34,                 1.0848,                 1.1258,                 1.1411,                0.88419,                0.85311,                0.91401,                0.65613,                0.99457,                0.71947,                 1.1351,               0.003664,               0.003664,               0.003664
                     35,                  1.097,                 1.1058,                 1.1442,                0.87887,                0.82855,                0.89917,                0.64899,                 1.0011,                0.76488,                 1.1291,               0.003466,               0.003466,               0.003466
                     36,                 1.0865,                 1.0458,                 1.1475,                0.87133,                0.85601,                0.91406,                 0.6597,                0.97894,                0.74117,                 1.1231,               0.003268,               0.003268,               0.003268
                     37,                 1.0547,                 1.0657,                   1.13,                0.88676,                0.84603,                0.91516,                0.65135,                0.99425,                0.71483,                 1.1435,                0.00307,                0.00307,                0.00307
                     38,                  1.034,                 1.0378,                 1.1221,                0.90666,                0.87103,                 0.9274,                0.66184,                0.99375,                0.66765,                 1.1273,               0.002872,               0.002872,               0.002872
                     39,                 1.0309,                0.95666,                 1.1052,                0.89965,                0.84597,                0.91588,                0.66536,                0.97001,                0.69235,                 1.1113,               0.002674,               0.002674,               0.002674
                     40,                 1.0386,                0.98197,                 1.1185,                0.88215,                 0.8722,                0.92426,                0.68287,                 0.9595,                0.68486,                 1.1141,               0.002476,               0.002476,               0.002476
                     41,                 1.0105,                0.98372,                 1.1113,                0.90695,                0.85015,                0.91783,                0.67038,                 0.9786,                0.68976,                 1.1395,               0.002278,               0.002278,               0.002278
                     42,                 1.0055,                0.93872,                 1.0896,                0.91045,                0.86246,                0.92451,                0.68312,                0.96576,                0.66914,                 1.1283,                0.00208,                0.00208,                0.00208
                     43,                 1.0031,                0.90621,                 1.0936,                 0.9044,                0.87859,                0.92192,                0.67311,                 0.9661,                0.65491,                 1.1256,               0.001882,               0.001882,               0.001882
                     44,                0.99098,                0.89959,                 1.0898,                0.94127,                0.84454,                0.93197,                0.68188,                0.95829,                0.64906,                 1.1234,               0.001684,               0.001684,               0.001684
                     45,                0.98556,                0.88206,                 1.0881,                0.90341,                0.87821,                0.92561,                0.67868,                0.96902,                0.63334,                 1.1388,               0.001486,               0.001486,               0.001486
                     46,                0.96847,                0.86636,                 1.0821,                0.90889,                 0.8611,                0.92164,                0.67888,                  0.959,                0.64281,                 1.1286,               0.001288,               0.001288,               0.001288
                     47,                0.95793,                0.85749,                  1.077,                0.91407,                0.86969,                0.92882,                0.68889,                0.93892,                0.61642,                 1.1215,                0.00109,                0.00109,                0.00109
                     48,                0.95229,                0.85299,                 1.0822,                0.89047,                0.88663,                0.92913,                0.68257,                 0.9304,                0.63686,                 1.1115,               0.000892,               0.000892,               0.000892
                     49,                0.95261,                0.84062,                 1.0773,                0.87265,                0.90476,                 0.9288,                0.68562,                0.94282,                0.61326,                 1.1119,               0.000694,               0.000694,               0.000694
                     50,                0.94697,                0.83974,                 1.0679,                 0.8994,                0.87797,                0.92542,                0.69659,                0.93206,                0.60767,                 1.1153,               0.000496,               0.000496,               0.000496
